title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
Angela's Ashes,N/A,N/A,"$20,409,800",Paramount,"December 25, 1999",Period Drama,2 hrs. 25 min.,R,$50 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scott Rudin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Williams,N/A
Angels &amp; Demons,Ron Howard,N/A,"$150,718,300",Sony / Columbia,"May 15, 2009",Thriller,2 hrs. 20 min.,PG-13,$150 million,"$485,930,816",Tom Hanks,Ewan McGregor,Stellan Skarsgard,N/A,N/A,N/A,Brian Grazer,Ron Howard,N/A,N/A,N/A,N/A,Akiva Goldsman,N/A,Hans Zimmer,N/A
Angels and Insects,N/A,N/A,"$6,511,900",Samuel Goldwyn,"January 26, 1996",Drama,1 hrs. 58 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angels Crest,N/A,N/A,$900,Magnolia,"December 30, 2011",Drama,1 hrs. 36 min.,R,N/A,N/A,Thomas Dekker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angels in the Dust,N/A,N/A,"$14,200",Cinema Libre Studio,"September 14, 2007",Documentary,1 hrs. 35 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jeff Skoll,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angels in the Outfield (1994),N/A,N/A,"$101,315,000",Buena Vista,"July 15, 1994",Family Comedy,1 hrs. 43 min.,PG,N/A,N/A,Joseph Gordon-Levitt,Danny Glover,Matthew McConaughey*,Adrien Brody*,N/A,N/A,Roger Birnbaum,Joe Roth,N/A,N/A,N/A,N/A,N/A,N/A,Randy Edelman,N/A
The Angels' Share,N/A,N/A,"$348,700",IFC,"April 12, 2013",Comedy / Drama,1 hrs. 41 min.,Unrated,N/A,"$7,034,007",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anger Management,Peter Segal,N/A,"$189,634,200",Sony (Revolution),"April 11, 2003",Comedy,1 hrs. 41 min.,PG-13,$75 million,"$195,745,823",Adam Sandler,Jack Nicholson,Marisa Tomei,January Jones*,Woody Harrelson*,N/A,Todd Garner,Jack Giarraputo,Tim Herlihy,John Jacobs,Adam Sandler,N/A,N/A,N/A,Teddy Castellucci,N/A
Angie,Martha Coolidge,N/A,"$18,954,000",Buena Vista,"March 4, 1994",Comedy / Drama,1 hrs. 48 min.,R,N/A,N/A,James Gandolfini,N/A,N/A,N/A,N/A,N/A,Roger Birnbaum,Joe Roth,N/A,N/A,N/A,N/A,Todd Graff,N/A,Jerry Goldsmith,N/A
The Angry Birds Movie,N/A,N/A,"$103,868,300",Sony / Columbia,"May 20, 2016",Animation,1 hrs. 37 min.,PG,$73 million,"$349,779,543",Jason Sudeikis,Josh Gad,Danny McBride,Sean Penn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angus,N/A,N/A,"$9,344,200",New Line,"September 15, 1995",Comedy,1 hrs. 31 min.,PG-13,N/A,N/A,Kathy Bates,N/A,N/A,N/A,N/A,N/A,Charles Roven,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Animal,Luke Greenfield,N/A,"$86,002,500",Sony (Revolution),"June 1, 2001",Comedy,1 hrs. 23 min.,PG-13,$47 million,"$84,772,742",Adam Sandler*,Rob Schneider,N/A,N/A,N/A,N/A,Todd Garner,Jack Giarraputo,Adam Sandler,N/A,N/A,N/A,Tom Brady,N/A,Teddy Castellucci,N/A
Animal Behavior,N/A,N/A,"$88,200",Miramax,"October 27, 1989",Unknown,1 hrs. 25 min.,PG,N/A,N/A,Holly Hunter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cliff Eidelman,N/A
Animal Factory,N/A,N/A,"$68,500",Silver Nitrate,"October 20, 2000",Unknown,1 hrs. 34 min.,R,N/A,N/A,Willem Dafoe,Mickey Rourke,Tom Arnold,N/A,N/A,N/A,Julie Yorn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Animal House (1979 re-issue),N/A,N/A,"$72,239,000",Universal,"September 21, 1979",Comedy,1 hrs. 49 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Animal Kingdom,David Michod,N/A,"$1,135,600",Sony Classics,"August 13, 2010",Crime Drama,1 hrs. 52 min.,R,N/A,"$6,793,982",Guy Pearce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David Michod,N/A,N/A,N/A
Animals (2015),N/A,N/A,"$21,400",Oscilloscope Pictures,"May 15, 2015",Drama,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Animation Show,N/A,N/A,"$324,200",Animation Show,"February 18, 2005",Animation,1 hrs. 25 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Animation Show,N/A,N/A,"$505,100",Animation Show,"September 5, 2003",Unknown,1 hrs. 34 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anita,N/A,N/A,"$181,900",Samuel Goldwyn,"March 21, 2014",Documentary,1 hrs. 17 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anita Ho,N/A,N/A,"$2,300",Indican,"February 27, 2015",Drama,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anjaana Anjaani,N/A,N/A,"$899,600",Eros,"October 1, 2010",Foreign,2 hrs. 35 min.,Unrated,N/A,"$1,615,888",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anna,N/A,N/A,"$4,300",Vertical Entertainment,"June 6, 2014",Thriller,1 hrs. 39 min.,R,N/A,"$4,288",Brian Cox,Mark Strong,N/A,N/A,N/A,N/A,Jaume Collet-Serra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anna (1987),N/A,N/A,"$2,666,700",Vestron,1987,Unknown,1 hrs. 41 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anna and the King,Andy Tennant,N/A,"$63,257,000",Fox,"December 17, 1999",Period Drama,2 hrs. 28 min.,PG-13,$92 million,"$113,996,937",Jodie Foster,N/A,N/A,N/A,N/A,N/A,Lawrence Bender,N/A,N/A,N/A,N/A,N/A,N/A,N/A,George Fenton,N/A
Anna Karenina,Joe Wright,N/A,"$13,459,600",Focus Features,"November 16, 2012",Drama,2 hrs. 10 min.,R,N/A,"$68,929,150",Keira Knightley,Aaron Johnson,Jude Law,N/A,N/A,N/A,Tim Bevan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dario Marianelli,N/A
Anna Karenina (1997),N/A,N/A,"$1,576,800",Warner Bros.,"April 4, 1997",Romance,1 hrs. 48 min.,PG-13,N/A,N/A,Sean Bean,Alfred Molina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Annabelle,John R. Leonetti,N/A,"$85,593,800",Warner Bros. (New Line),"October 3, 2014",Horror,1 hrs. 35 min.,R,$6.5 million,"$256,873,813",N/A,N/A,N/A,N/A,N/A,N/A,Peter Safran,James Wan,N/A,N/A,N/A,N/A,Gary Dauberman,N/A,Joseph Bishara,N/A
Annapolis,Justin Lin,N/A,"$22,044,100",Buena Vista,"January 27, 2006",Action Drama,1 hrs. 48 min.,PG-13,N/A,"$17,496,992",James Franco,Tyrese Gibson,Jordana Brewster,N/A,N/A,N/A,Mark Vahradian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brian Tyler,N/A
Anne Frank Remembered,N/A,N/A,"$2,498,900",Sony Classics,"February 23, 1996",Documentary,2 hrs. 2 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Annie,N/A,N/A,"$163,607,900",Columbia,"May 21, 1982",Musical,2 hrs. 7 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Annie (2014),Will Gluck,N/A,"$88,533,100",Sony / Columbia,"December 19, 2014",Musical,1 hrs. 58 min.,PG,$65 million,"$133,821,816",Jamie Foxx,Quvenzhane Wallis,Rose Byrne,Cameron Diaz,N/A,N/A,Will Gluck,Jada Pinkett-Smith,Will Smith,N/A,N/A,N/A,Will Gluck,Aline Brosh McKenna,N/A,N/A
Annie Brocoli dans les fonds marin,N/A,N/A,"$512,200",TVA,"December 19, 2003",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Annie Hall,Woody Allen,N/A,"$144,600,700",United Artists,"April 20, 1977",Romantic Comedy,1 hrs. 33 min.,PG,$4 million,N/A,Woody Allen,Diane Keaton,Christopher Walken*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woody Allen,N/A,N/A,N/A
The Anniversary Party,N/A,N/A,"$6,028,100",Fine Line,"June 8, 2001",Comedy / Drama,1 hrs. 55 min.,R,N/A,"$4,931,888",Kevin Kline,Gwyneth Paltrow,Parker Posey,N/A,N/A,N/A,JoAnne Sellar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anohana The Movie:<br/>The Flower We Saw That Day,N/A,N/A,"$116,100",Eleven Arts,"January 18, 2014",Animation,1 hrs. 46 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anomalisa,Charlie Kaufman,N/A,"$3,692,600",Paramount,"December 30, 2015",Animation,1 hrs. 30 min.,R,$8 million,"$5,659,286",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Charlie Kaufman,N/A,Carter Burwell,N/A
Anonymous,Roland Emmerich,N/A,"$4,805,300",Sony / Columbia,"October 28, 2011",Period Drama,2 hrs. 10 min.,PG-13,$30 million,"$15,395,087",Mark Rylance,Rhys Ifans,N/A,N/A,N/A,N/A,Roland Emmerich,Larry J. Franco,John Orloff,N/A,N/A,N/A,John Orloff,N/A,Harald Kloser,Thomas Wander
Anonymous (2016),N/A,N/A,"$10,800",Archstone,"December 2, 2016",Drama,1 hrs. 35 min.,R,N/A,N/A,Callan McAuliffe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Anonymous People,N/A,N/A,"$296,100",Alive Mind Cinema,"August 16, 2013",Documentary,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another 48 HRS.,Walter Hill,N/A,"$161,064,800",Paramount,"June 8, 1990",Action Comedy,1 hrs. 35 min.,R,N/A,"$153,518,974",Eddie Murphy,N/A,N/A,N/A,N/A,N/A,Lawrence Gordon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Another Day in Paradise,N/A,N/A,"$1,721,200",Trimark,"December 30, 1998",Crime,1 hrs. 41 min.,R,N/A,N/A,Peter Sarsgaard*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another Earth,Mike Cahill,N/A,"$1,402,900",Fox Searchlight,"July 22, 2011",Drama,1 hrs. 32 min.,PG-13,N/A,"$1,776,935",Brit Marling,N/A,N/A,N/A,N/A,N/A,Mike Cahill,Brit Marling,N/A,N/A,N/A,N/A,Mike Cahill,Brit Marling,N/A,N/A
Another Gay Movie,N/A,N/A,"$841,900",TLA Releasing,"July 28, 2006",Comedy,1 hrs. 32 min.,Unrated,N/A,"$745,327",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another Gay Sequel:<br/>Gays Gone Wild,N/A,N/A,"$123,100",TLA Releasing,"August 29, 2008",Comedy,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another Happy Day,N/A,N/A,"$9,100",Phase 4,"November 18, 2011",Drama,1 hrs. 55 min.,R,N/A,"$355,688",Ezra Miller,Demi Moore,Thomas Haden Church,Kate Bosworth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another Stakeout,N/A,N/A,"$41,149,200",Buena Vista,"July 23, 1993",Action Comedy,1 hrs. 49 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Another Woman,Woody Allen,N/A,"$3,310,000",Orion Pictures,"October 14, 1988",Unknown,1 hrs. 21 min.,PG,N/A,N/A,Ian Holm,Gena Rowlands,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woody Allen,N/A,N/A,N/A
Another Year,Mike Leigh,N/A,"$3,437,100",Sony Classics,"December 29, 2010",Drama,2 hrs. 9 min.,PG-13,$8 million,"$19,722,766",Jim Broadbent,Imelda Staunton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mike Leigh,N/A,N/A,N/A
Another You,N/A,N/A,"$5,738,600",TriStar,"July 26, 1991",Comedy,1 hrs. 34 min.,R,$17 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Answer Man,N/A,N/A,"$31,300",Magnolia,"July 24, 2009",Comedy,1 hrs. 35 min.,R,N/A,N/A,Olivia Thirlby,Kat Dennings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Teddy Castellucci,N/A
Answers to Nothing,N/A,N/A,"$23,700",Roadside Attractions,"December 2, 2011",Drama,2 hrs. 3 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ant Bully,N/A,N/A,"$36,220,100",Warner Bros.,"July 28, 2006",Animation,1 hrs. 22 min.,PG,$50 million,"$55,181,129",Julia Roberts,Nicolas Cage,Meryl Streep,Paul Giamatti,N/A,N/A,Gary Goetzman,Tom Hanks,Scott Mednick,Thomas Tull,N/A,N/A,N/A,N/A,John Debney,N/A
Ant-Man,Peyton Reed,N/A,"$184,011,100",Buena Vista,"July 17, 2015",Action / Adventure,1 hrs. 57 min.,PG-13,$130 million,"$519,311,965",Chris Evans*,Anthony Mackie*,Paul Rudd,Michael Douglas,Evangeline Lilly,John Slattery,Kevin Feige,N/A,N/A,N/A,N/A,N/A,Joe Cornish,Adam McKay,Christophe Beck,N/A
Antarctic Edge,N/A,N/A,"$7,100",First Run,"April 17, 2015",Documentary,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antarctica,N/A,N/A,"$25,500",Regent Releasing,"August 29, 2008",Foreign,1 hrs. 50 min.,R,N/A,"$21,679",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antarctica:<br/>A Year on Ice,N/A,N/A,"$295,600",Music Box Films,"November 28, 2014",Documentary,1 hrs. 31 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antarctica:<br/>Ice &amp; Sky,N/A,N/A,"$14,100",Music Box Films,"January 20, 2017",Documentary,1 hrs. 29 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Kaun Hai,N/A,N/A,"$71,300",AdLabs,"August 4, 2006",Foreign,2 hrs. 7 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthropoid,N/A,N/A,"$2,937,000",Bleecker Street,"August 12, 2016",War Drama,2 hrs. 0 min.,R,N/A,"$2,964,845",Cillian Murphy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antichrist,N/A,N/A,"$447,700",IFC,"October 23, 2009",Horror,1 hrs. 44 min.,Unrated,N/A,"$791,867",Willem Dafoe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antitrust,N/A,N/A,"$16,872,100",MGM,"January 12, 2001",Thriller,1 hrs. 48 min.,PG-13,N/A,"$18,195,610",Ryan Phillippe,Tim Robbins,N/A,N/A,N/A,N/A,David Hoberman,Nick Wechsler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antoine and Antoinette (2013 re-issue),N/A,N/A,"$9,900",Rialto,"September 25, 2013",Foreign,1 hrs. 24 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antonia,N/A,N/A,"$4,300",Reel Diva Consultants,"September 21, 2007",Foreign,1 hrs. 29 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antonia and Jane,Beeban Kidron,N/A,"$2,035,200",Miramax,"October 11, 1991",Comedy,1 hrs. 11 min.,R,N/A,N/A,Imelda Staunton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rachel Portman,N/A
Antonia's Line,N/A,N/A,"$8,064,300",First Look,"February 2, 1996",Foreign,1 hrs. 42 min.,R,N/A,"$4,249,321",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwone Fisher,Denzel Washington,N/A,"$29,531,000",Fox Searchlight,"December 19, 2002",Drama,2 hrs. 0 min.,PG-13,$12.5 million,"$23,367,586",Denzel Washington,Derek Luke,Viola Davis*,N/A,N/A,N/A,Todd Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mychael Danna,N/A
Antz,Eric Darnell,Tim Johnson,"$162,843,600",DreamWorks,"October 2, 1998",Animation,1 hrs. 24 min.,PG,$105 million,"$171,757,863",Woody Allen,Anne Bancroft*,Danny Glover*,Jennifer Lopez*,Sylvester Stallone*,Sharon Stone*,Brad Lewis,N/A,N/A,N/A,N/A,N/A,Chris Weitz,Paul Weitz,Harry Gregson-Williams,John Powell
Anvil! The Story of Anvil,Sacha Gervasi,N/A,"$754,800",Abramorama,"April 10, 2009",Documentary,1 hrs. 30 min.,Unrated,N/A,"$951,380",N/A,N/A,N/A,N/A,N/A,N/A,Sacha Gervasi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Any Day Now,N/A,N/A,"$212,200",Music Box Films,"December 14, 2012",Drama,1 hrs. 37 min.,R,N/A,"$201,395",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Any Given Sunday,Oliver Stone,N/A,"$121,384,700",Warner Bros.,"December 22, 1999",Sports Drama,2 hrs. 37 min.,R,$55 million,"$100,230,832",Aaron Eckhart,Jamie Foxx,Al Pacino,Cameron Diaz,Dennis Quaid,N/A,Lauren Schuler Donner,Dan Halsted,Clayton Townsend,N/A,N/A,N/A,John Logan,N/A,N/A,N/A
Any Which Way You Can,N/A,N/A,"$221,522,000",Warner Bros.,"December 17, 1980",Action Comedy,1 hrs. 56 min.,PG,N/A,N/A,Clint Eastwood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anything But Love,N/A,N/A,"$113,400",IDP,"November 14, 2003",Romantic Comedy,1 hrs. 39 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anything Else,Woody Allen,N/A,"$4,490,800",DreamWorks,"September 19, 2003",Romantic Comedy,1 hrs. 48 min.,R,$18 million,"$13,585,075",Woody Allen,Christina Ricci,Danny DeVito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woody Allen,N/A,N/A,N/A
Anything For Alice,N/A,N/A,"$1,100",Rialto,"December 17, 2014",Foreign,1 hrs. 39 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anywhere But Here,N/A,N/A,"$30,922,000",Fox,"November 12, 1999",Drama,1 hrs. 54 min.,PG-13,$23 million,"$23,631,929",Susan Sarandon,Natalie Portman,Elisabeth Moss*,N/A,N/A,N/A,Laurence Mark,N/A,N/A,N/A,N/A,N/A,Alvin Sargent,N/A,Danny Elfman,N/A
Apaharan,N/A,N/A,"$58,000","Kria, Inc.","December 2, 2005",Foreign,2 hrs. 53 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apart (2012),N/A,N/A,"$3,400",Truly Indie,"March 9, 2012",Drama,1 hrs. 26 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apartment 143,N/A,N/A,$400,Magnolia,"June 1, 2012",Horror,1 hrs. 20 min.,R,N/A,"$426,259",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rodrigo Cortes,N/A,N/A,N/A
Apartment Zero,N/A,N/A,"$2,530,000",Skouras,"September 15, 1989",Unknown,2 hrs. 4 min.,R,N/A,N/A,Colin Firth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David Koepp,N/A,N/A,N/A
Apocalypse Now,N/A,N/A,"$264,601,300",MGM,"August 15, 1979",War,2 hrs. 33 min.,R,N/A,N/A,Marlon Brando,Robert Duvall,Laurence Fishburne*,Harrison Ford*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apocalypse Now (Re-issue),N/A,N/A,"$132,000",MGM,"August 28, 1987",Unknown,2 hrs. 33 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apocalypse Now Redux,N/A,N/A,"$6,890,400",Miramax,"August 3, 2001",War Drama,3 hrs. 22 min.,R,N/A,"$91,388,490",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apocalypto,Mel Gibson,N/A,"$64,758,000",Buena Vista,"December 8, 2006",Period Adventure,2 hrs. 18 min.,R,$40 million,"$120,654,337",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Apollo 13,Ron Howard,N/A,"$333,462,300",Universal,"June 30, 1995",Action Thriller,2 hrs. 20 min.,PG,N/A,"$355,237,933",Tom Hanks,Bill Paxton,Kevin Bacon,Ed Harris,N/A,N/A,Michael Bostick*,Brian Grazer,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Apollo 13:<br/>The IMAX Experience (IMAX),N/A,N/A,"$2,538,400",IMAX,"September 20, 2002",IMAX,1 hrs. 56 min.,PG,N/A,"$174,160,363",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apollo 18,N/A,N/A,"$18,779,200",Weinstein / Dimension,"September 2, 2011",Sci-Fi Thriller,1 hrs. 26 min.,PG-13,$5 million,"$25,562,924",N/A,N/A,N/A,N/A,N/A,N/A,Timur Bekmambetov,Ron Schmidt,N/A,N/A,N/A,N/A,Cory Goodman,N/A,N/A,N/A
The Apostle,Robert Duvall,N/A,"$35,712,700",October,"December 19, 1997",Drama,2 hrs. 13 min.,PG-13,N/A,N/A,Robert Duvall,Billy Bob Thornton*,N/A,N/A,N/A,N/A,Robert Duvall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appaloosa,Ed Harris,N/A,"$23,730,100",Warner Bros. (New Line),"September 19, 2008",Western,1 hrs. 48 min.,R,$20 million,"$27,665,851",Viggo Mortensen,Renee Zellweger,Jeremy Irons,Ed Harris,Lance Henriksen,N/A,Ed Harris,N/A,N/A,N/A,N/A,N/A,Ed Harris,N/A,N/A,N/A
The Apparition,Todd Lincoln,N/A,"$5,346,600",Warner Bros.,"August 24, 2012",Thriller,1 hrs. 22 min.,PG-13,$17 million,"$9,627,492",Ashley Greene,Sebastian Stan,Sebastian Stan,N/A,N/A,N/A,Alex Heineman,Todd Lincoln,Joel Silver,N/A,N/A,N/A,Todd Lincoln,N/A,tomandandy,N/A
Apparition Hill,N/A,N/A,"$163,700",Little Flower,"August 5, 2016",Documentary,1 hrs. 54 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Apple,N/A,N/A,"$25,200",New Yorker,"February 19, 1999",Unknown,1 hrs. 25 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Apple Dumpling Gang,N/A,N/A,"$151,546,700",Disney,"July 4, 1975",Western Comedy,1 hrs. 40 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Apple Dumpling Gang Rides Again,N/A,N/A,"$70,298,500",Disney,"June 27, 1979",Western Comedy,1 hrs. 40 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appleseed,N/A,N/A,"$169,800",Geneon Entertainment,"January 14, 2005",Animation,1 hrs. 45 min.,R,N/A,"$1,461,989",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
